GivenName	Surname	Birthday	encoded_vector	uid
T3T0TB	TUTuTZTLT4	TWToT2T1T	1101101001101000010101110010000001001011011001110011101111001010101011100111101010100110100000100000110011000111111110001001011100011010010100001001100000101011111100000111101001101010001100110011000011100010011100111110011101010101010011110011011111101000111000111111011111110111011001011100111011110100001101101001100111011010000110110101101011110001100111101110111011111001100011001000001111111100010001010011000010010110000111010000111001010010000100110010101110001000011011100010101101111010010011000000000110101101000101111010010110001011110011001010010001110001000001001100001010001110111001101001001111110110111110010000000011000101101100110001101110110010000010111000011000100001001000110100001010010101010111100111101101110110001011011101011110011000010010010010011110001111001101111010000000010101101110110111101101111101011000010101000110010011111011111101010110101000011111010001110101010011010001100001010001111110011100000000100010101010100100011000011010101010110011010001110000010001111110001111100011001010	26628
zTNT7T	wTdm	mrmHmsmfm	0101101101011001110110111110101100100001110001111111011101111010101101001111010101001100011000110100010011000110001010100000001100111111010000110111001111010011110111001001000000001011101111110001101000001011000011111011100111111000001101101001100111101010010101101111001101010010010011111100000010011000110111110001011011001000010111110001011010001010001100110010110000000010100111101011101111101001000111101111010000111110101111000100100101000000101000101111010010111111000000011001110010010111000111111101110000101111010110001110100001101111101110000011111000110111110011011011111011010010110101000001011110000001011010111010110000101011101101111100110000110110101010100001100010011011100000011101000100111011100011000001000011000110111010110110011001010101111011001011010011010101000110000000000101001010000100100111011000001101000000101001000110001010011100011100011011100100000111011011011100100100101100001101100000000101100011000100100111111110010011001011101011101011001110000111011011111011100101110010111001101111	30450
hm'mJm/	mEm6mKm	9mqmpmemM	1001000101111111100000010000111100011000000110010110111011111100110110110101111101001101101100010011011110111010000010000011000110110100110110101010100001011001000111111000001111101110101110001111011011101100110011000011101110001111011111111010010110010001001111100010100001011101110100010011101111000110101010100000000010010100010111101001100101011111001001010101000100101011111011100010101010001100010001001000101101001101011001010000001111101000110001100111001110001000100011001011101011100011010101000111101100011111000111010000111001101111000011010111101011011011100000110011110010000000000010011001100111100001110101001000100001110001001110000011110011110111111100010100101000101100000001001100001101101000011001110100100011101001110010000111001101101110100101000100110011110110001011101100110001001011100100000101110010110011101101100100101111011001011100011101011110100111011010111011010101100111011001011101101111111111110101100110010101111101010010011001111010011100011010111111110100000100100010000100110010001001	67418
mRmGmVm	SmQmlmx	mgmcmFmkm	0000011011011010011010001000000011001101111110010010000000011110111011111101000001110000100001111111000001010110010011001001100001101001100011011110111101110111101101000111001111010100101101000111110000101001100001010111001101011011111101101000100000100011111111111111001111101101011111100000000111111110101110110001110000001101100001010001001111111001000010100010100011010000000011000011011001000110010111001101111001101111010000100110010011100011101111010100001111011111011000011010110110000010110101011111110001100000011101110111101001101001010011100010011101111100011001000101011001011011000110111100001110111100000001001110101010000011101101000101011101000001000101001100001001101101101011000010000100010110010000001000100111010101100010000100001010010011010000000101000011111011100000111100011111010011001000001001011110111111011011110110111000001101101100101101011000110110001011101100001111110010110100001100010101101010100101100001101000001101011101000000111110111011010111010110101010000000100001010000000011100100	39749
amvmym	bmCm5mY	mnmimXmjm	1111011010001000001110111001000101000001001100100001110010000111110110010011100001111001100110100010010010111010011010001010111011011010110100011000011101010001110101110000011010011100110010001000010111101101110101111011000110111000011111011100001100010001011000110101100011111011111011101111111011011000100011101110110000101010000001001001001010100101011011000100100001011110000100000010101000000010010101101111000000101011011001100111010110001010011000111010111110001101001010101010010101100111010110010101000100011001100110111000010000001111100111100010101000101110101111110100011100000001000111100001101101000000110010100011110011000110110101011010101110100111010100001001100110000100001101000110001111110001110111001001010001100101111000010011011000001111111011100100101100011110000100111110001001010100100000001001100110101010000011001101011001011110000100011011010001111111010110001011100011110000100000111101011010111001100001110100111100100011111100001111000101010000001011011010001110111101101100100100110000011101	34151
DmtmO	mPm3m0mBmU	mumZmLm4mW	1101111000100111001111001011101001001110010100011111011111111000101101100010010101100010000110111000010101001010010001111000100111110100110011110110100100111111111010111001010001101010001010110000010110110100010101011010001010000010001010001110011111100011111100110100001011110010110100111010011000100100101001011110111010010110110100100011100011111011001000010001100011000011000100011101000110000001101000011110001101001010101000110101101011010000001100100110000000001010011110010011101101100010001100001100001011000101100110110101010110010000010111101011100100100110100101100111011010001011011101011110110111111001000110110110111010111110101000101010011000100100001110010111100110010010110110111010110101110010000010101110111111011001010010001000001110111100111111110111110101001011000010110010001011001001100100011000000010010010101010000110101011101111000011111111000011000111110100011100101000010100100011001110000001011010010100001000111110101011111000110001111101101000010101111000000000001011000011011011100001100011	70237
mom2m	1mzm	Nm7mwmdrr	1011100111110110111101111001011001110001111101101000001011010111011111000000001100110000001010010111110100101011111100101011110101111111100100000101011110010001000011010111101000000110100101100111001000000111011100000000111111010110100100011010101000001011010000100001000001100000110101100100111010001101011000001000101100110010011110011010111010010100001010000100111101000100101000110100000001010011010101001010110001101110010110001011001101010101110011000101011110111110000110011011101000010000100010101100100100110101101101001000010101010000110100111101100111100111111001110010010011011111010101001101010100100010101001100100111101000110010001100111101100011011100001101000111000011001000111000110111111110010101110001010111001111010110111111001001111000001000000001100110011011110111001111011111111011101110011110100100010101110110111000011100001101100000111001001110000110101110101010001100100110100010101011101111011000101000111100010001010100000110110010001000010101000110011111100001111101101100111011100001101011011	75062
Hrsrfrh	r'r	Jr/rEr6rK	1010011110100110010110011011001100101010001111011101011100000010000110001011001011111010010111001000000001111111101100101101101100100010101001101001010101101011111010010001001110111001111000010011001101000010001011010011100100100010010000100101001000011010011110111000100011011101001010101100110110010001101100010001001010001000111010100111110011001111011110111101110101011001100110011110110011100110010110100011011110011000011100011001101000000111011010011011010001001000111110001100000101101101010101110001010010010110000010000100101011100100000111000100010100110110110111101001010010100001101011110011001110010011001011011100110011010110001110111001111010001111001100010100110101001011000111011000110101100100011000000011011101100101100011011100010110101010101100000110010101111010011000111000111111110011110000110001111111010011101011010101001011100001010100010111101001010101001001111101011011110110011100100001100010000101110111000011011010100101100001101111011110101011000111001010100101010101011100010101010101011001	445
r9rqrpr	erMr	RrGrVrSrQ	0001101001111000101010100101111001100101110100001010010110011001010101011101000101001111010000001010111101100110010001001110011101110000001101010110111011101111101111010110110110100100110010101110111101010010111111000101010101101011101100111000001111001111010010111001001101000000110010111010011111011000010000010001100100010110100010100101101100100101001100101001100000101100010010101001101100101110101110000101011100111100011100110001000010100001111011101010100101101001011110011000010010011101111101010000011000110110011100000001010110101110000000011010110001111100001100011111101101010010001100100000110000000000101111111011100101010000010000111110001100110001101110101010000101000111011111001001001010011011001101000110010100010011111010011010100001110111110011110010101010000011001101001011001110111011001000000001111111100101100001000000001000110111011010010011011001100101111111111100000011000110111011101110000001101000110101111001000000111100110010000111001100010011110110111101011011011100001010111000001010110010	44126
rlrxr	grc	rFrkrarv	1111001100101000011101111100110001100101001111111111001011101010010101000001001010101111011011111001110001101010100001101011000100111111101011000110011100010011000100110110001101000011100111011000011010100111011101110100010111101000101101110101100010001111011001100001000000011100010000100110010001101101110000100011000101110011001111101101011111100011100011000010000011011010001011101011011001011100000010110011000011001010000010101100101011000001111101001011001101000111011111000110111101001111001000111100011000111001000100001100101100110101011010000000001011001100100010110001111010110111110111000000110001100100011010111000011011001110011011110100001110101011000100001101011010001011110010010100001010110111011101100100100011101000011011010001010010100000010100100101100110000001100101110001010011101011010010000101111111010011100000000000100101111110001110110001010100011100010000011001000111100110010111110000010110011000000110100111110001100000110110011001110101111010000100010010000111011010000100010011010110001100	3619
ryrbrC	r5rYrn	rirXrjrDrt	0111000100101010010110001101001111101001011000101001000101111010110000000000101000100111011011001101011011111011000010010001011110101111100100100110110011000000011111100000110100101011000110100101011000001000101011011001101111111101010001001001111111111001110001010101111101010100111000010111110011111010101111010010100110000101101011010011111111001010110100111001101010101011101010011000000000100011111100001111100000100011111110110010000111010001110111110011110111110111101100101010010111011011011000001100011011101001100100011101110000111110001100010101111100000010000110001010011001110000001001011000101011000100010001100010010101110001110100111000100110111001100111011011101101001011001111001100001010100000000111011011110001000111001101110111011101011100111010101100011100011100011110001101110111101111110001011100100010011011000011100111010100001100000101010011011000000010011111111011110011111000100101110001100011010010011010111000101111001100010100111011001111001100110111011110110111010000110100110000100100001011	63373
rOrP	r3r0rBr	UrurZrLr4	0011100111101000001011001110101011001000100111110101101000000100101001010011011111101100010000110010011111101101000100100101001000010010111100011010101111001110001101110011100110010001011100100110001100101010011111010101000011110010111010100011100011110110000011111100111101111101100110000011001010100011000000100101010010110100001010000001011000100110101111010110010100111001111001100010101111010001100000101010101101000010000001100000101000010101001111001000101101110110011011111100111011011111011110100100001100000110001001011001001010001000001100011111111001101101110110001101001010011101001100100000111110000101000101101001011100010011000001110110000101111110011011100001000010100011101010001100100001001011101101101011011010010110101101001001101111111010000011100010010101001110001111101110111001010001100110101001110000000011100100000010011110110111001100101111100110010100110100000010001000110000111000100100001101010111110011100100111001111100010111101010110101000110011101010001001001011101100010000101110011000101	41096
rWror	2r1rzr	Nr7rwrdHH	1111010100111100100100010010010101001000000101010110100111001111011011111111101010110001000010100101100011011011010110111000101010100101110000100011010111111111001001110100010110100001001000100000010011100011000011110110000101111001011010110100111011000101011101110001000101100100011000100100100100001110000000010110000110110111100101000001000101111111110000101111000001001010110100001001110011100111001101111011010101010010100101000001100101011101100010010001001011010101110011010000010110001101011011001000101000100010100000001100101101100100001001101110110010011100100111000101110110100000111011111011010101011011100100111000101101000101111010101001100100000111100101111101100001111100101111000011100100100111001101001001110000000110000101001000001010011011001010111001101001110000001011001010001001110101101000000111010010101110001100111001100111001010110001111010001100100110000110110010001001110010010011110000010110001101000101000100000101100010110110101001010011100110110000000011011010101100010010000100000111001101	16370
sHfHhH'HJ	H/HE	H6HKH9Hq	0101001111100001010011110001100110101110111010110011111111100010011110010100000011001111001111001101111010000111000100001011111100011111000111001000100110001001110101101000001100010000010101010001110011111100000100111100111111100111010011001110011110100011010010000011110100001001001100001011101010010011000011100001010110110011111111110100011100101101000010010001100011101011100110000111110000111010000101011110010110011100111000111000101101001000010100000011000000111010110001001101111110001100010100111100100101101101011101100010010111010100101111011100111111100001000100001101101011100001011101010000001111100000110110111100100001001110001100111011011000100111110100011101110000100111011111010100000001001111011100011100101010101110110010011110101111000110100100010110100010000101001010010101101100000011000111111110010001101101010000101101001011011000000011011101110110110000101101101010000000111011010000100111110101000101101001111000010010000100010000110110010011100111110101111110001110110000111111111110101011001001	47766
HpHeH	MHRHGH	VHSHQHlHxH	0110100110011001001110001100010110001110001010011111101111011100000110101100010100011010100001010101111010100011111011001010001001111000010100001111111100100101000101100111010010100101101011000111111001101010100111001000011000011010100101001100111100100101100001100000001001000110000111011000001011100110110010100010111000110000010111100001111111011000100100101111000101010100010001111111011011001101101010110111110111000110101010100011001000100101000111000101010001001110011111011001001111110101111111101101001110000101101010111011110011010111010011111011110100101000010110100101101011000101001011100100010010100111000010011010111010011001110100111101011100110110100011010101010011111101011111001000111100000101001110110100011100111000010001100110101111000001111000100111101010111011101011101101011001101001110000111001101111010110100000010101110011111101010001000010010100000000000110010101000000000001000011100000110111101110111001001111101001010101000110010110100101001010001000000111000011111010110000010101110101011000	32161
gHcHFHkHa	HvHyH	bHCH5HYHn	0011000110001100000010111000110111000101100110110011011000011110001000110001000111110100000100101100111001111101110101000101000001010101110010001011100000101010111011010000100101010100100011101011101101001101110111000010111101001101111010100011100100011100101011000100011101111110000101101100001101111010000111110011110111011010001101001001100001110011000001001001001000100011011010011100011010111111100110011111011110010000100010010001111011111101001111101100111010011111111010101111111001101101011011001101010001101010011010011011111110110011000100100101101110010011000001111110101010000110101100011111110110001111010001011110001111001101101010110100011001010011110100010010111001101101101011100100010100100000010000111011000011000110011011100010011001110011000111110101110010111111001101010011111101111101010100011010101011011110101110111101111011001000001110010111111010100000001001011011011011101010000000110111000111110101111000111110010101011011010000010100111100000000101010000000001100010100001011101101100001101110	43149
HiHXHj	HDHtHOHPH3	H0HBHUHuH	0101000101011010110011100011001111000001010110001100110000010011111100000001101110111011010111011100010000100010000110100110111110101011011111100111010001101111100111100010110101101000000111011100000010100110001110001010111101000001101011100001111101001101001110000110010001110011111111100011110111111110111011011111100100010001110010101011110001011010000011011011011100100101001111110001110010110011100111100000011100101110111011001001101000000010011111000000111101110110110010001101011111101010110011010111101010010001010101001100010111100111101001011111001110010010111101010001111000110110010110110110110001110000010011000111101001011001010010111110011001101110010001011001111001101111010011001100010101111011101011100010111101110101001100001100001100010001100000111001000111001100111110001111000001011101110011111000110000001100111101100101011000001010010100101011011000010010101110100011100101010111001011110011111101011110110100101100011111110010110000111001011010000000100011000111010111100001011111010110100100001101	60576
ZHLH4	HWHoH2	H1HzHNH7H	0100001110100100010011111010110111010111100010101010100011110110011110000110111100100001000000011111000010000110010010110001100111101010001110100000101010011101010100010110000101010001010111101100100100111001011100101101100010110111111100111111001100001000111011011000011111111111000110001010111111101111100001000110111001010010101001000111110101101011101001000101101100110100000101110010101010101100011111010111010110110100100110110110110111001000000010111100100100111101111001000001000111000111001011000010011011100111011011110011100010001001001111000101011111000001100010001101001101111110001100101001010011011001010010101111101010010100000010011110010011101001101001011110100100100000101011011101100110111100101000011110010000000001100100000110100001000101100110010010101100010101111110001100110100111011011000100101011001001101001111001110010011001110111011111000001001100000110001011011000011100001010011110100001111101001100101101100011011001110111011101010000101001001001110111011110010111010100001000010001001010101	27689
wHdss	fshs's	Js/sEs6s	1111000011100011011111010100000011111000111101100010001001000110111000100001010110111111011001011000100011101101110100110000011101000110001111010001000000001011000011001000111101011111010001111100110010111101000100001111111001101011101011001110111110001011101000110000110110100100100100100100001001011111100010111111100010110000001101110001011000011100101110010110110000011111111110100110001011010100101110101001101101110001110010000100000000001101000110001011110111000010000000000100010100111010101011110010011101100010101100001101101000001000011111000010111101011011010001001001000110111010110010101100010000100100001100001001110011101000011000001100001011001111110101010000100011110010110000001011111000010001001101111110111001110000101100000111010000111001010011111001101011101000010000101101011001001110001001010000110100001101110111101010011101000000001001011001000010111101010011011011001001000111111111001001010111010110000110000010000011100110010111010111010111001001101001001100100000000000111101001011001010100011	85871
Ks9sqs	psesMs	RsGsVsSsQs	0111111011010001001000100110001111011000110001111000001000100111001011001010100111101101000001100101101001000010011111100001011111001000011001100000010011101111001000011100111000010001000011101011011011100111010000111001110001101110011100011111110110000111000011110111110011001001001011111011111111001010110010100110011001100000111111110011011101000001101010111011011000010010001110100000110110011110001001110010110110110101110010001110110011111011101011011000001100000011111010111000011101010110001100000110101000101110001111100101011111010010111100001101111000110110111000101100001110101001101110011101100011011000000100101011100101110110111101011100000101100101101100110101011100000110101100100111101010111110010010011001111000001001011011110001010001000000111110110110101111001110100001110100100010011010100011101111111100101011110110010110011011101111110000001111010111011011110011100111001100110100010001011110000100001011101000110000011101100111101010100011001100010000101000110000001001101110010101110101101000001011	61831
lsxs	gscsFs	ksasvsys	0111111001100010111100111101010101010001100111011010100111011110011110101110001000111101111101101001010001101100100101010000001110001010000010111101000110001101101011101101100111011100001001110010110111011100100101110010100010000101100111000011001101011011011100101100110101101001111111010110011110100110101101100100001101101011011111000111101100000011110110110001011000000010011000010011110101011101101010001111011101101111111100111001101110001000110111001011111100010111011001100011010010000001101010101111110101010111000110100001110001010100111110010000101101101000110011100110000011110010001001000111011101001010010110110001001001110111010101011010111101000111011001010101110110001111111110011010000101000010110001000000010101001111000100100111110111111011111110011110111100001010011101001101101111101101101011111000000001000100100000110110101101111101011001110100010001101110000111001011100000011101011110010100110101110110111110010011111010111000011101111011111111011111001000010010110001011001111110011111101100001010	74093
bsCs5s	Ysnsi	sXsjsDsts	1000011101101100011101010110011010101101010100011110110001011101000110101010000100000110111001111000011101011100100011001010000100101011010110010101000101011000110000011111010111111011101101000101001000100111111101100001100111110100001000101100100000111001001000010000101101000010010000111000011101101110100001111010001010001010011110000101011110001010111100000000101000100110101011001000110011011100010010110110001100101101110000011110010000001011111000100111110111001111011100001100001101000001100101001111000110000011010101001101111100001101000011111100000011001011000010010011100110100110001101101011011001011001101111001001101001010010100100001100100101110011011010010011111001100111110000110101101010000101001001100010010110110000001000000100100101111011101111101110000010000100010110001001001011111010011001110010000011001000111110110011011101010101100100010100011101011010000110101111011011111011011111111110001011111010111110101110100011010110101101100110011100101000101001000000101001010001111011001100001110100011	9352
OsPs3	s0sBs	UsusZsLs4	0111001100011001101100001111101111000111110110110111110000010110011001011110100111000101000011011110101101011011000010100101000011111100100011001001010111111100000110011010001010101011011011100100100100101010101100101011111110111010001010110011001101101001100111010110100001100101010110100011100111111011001101110000001110010010011110110101111000111000001001010100100110001100000110010100110110010010010110111101101001001010100101111111101000000101010010101011001101101001101011111000011101100101001000011011110100000010101000000001010101100010010100011100111011111010000010000111011101110011110001010001101001100101000101110111110010010111111100010111001011110100000011100110101100000111100110101000110011011011000110111101011010101110010010110001001110111100101101000110111011011000001010001000111111011101011100010000101001101111100101111100110011110101111000100010101010111001100101110010000110010111110101001011010011110111111110111001011010000110011000100001000110001001010100101000110101100000101000010000110110111111	30268
sWsos2	s1szsNs	7swsdffhf	1000101111010010111010101000100011111000100000100111001101110100011110011111000011110101000101001111101001100010100010101010010101011101100001011000101101011011001011011011100101111101001100001011101100101001101011011011111001101100100000001100011111011110000111011100000000100011100100110100000100001101010111110110001000011101010100000011101000001011011000111110111110101110100010000001101101001011100111110001010100001011111111000001111000010001110101110100110101111011001010000100011101111000001110101010011000111000101111100000001101001010111111010011101100010011111010100000111101010001011101001001101110110000001110101100111110110001111010000100100011111100111011000000100011001000110000011101011111101101001000110100100001000000001001101101000101110011011101001010011011010000101111101001001101001101011001101111111101011010101000000010111001011001100100000110110000111011110000110010111100111011011111111011011000101010011000011011110110100001001000001110110011100011000001000010101111100001010001111011010011001011	12583
'fJf/fE	f6fKf9	fqfpfefMf	0101111101000110001011110001101101001010010111100011011101100000000001111001000111000101111010010011010111100010110110100100101100011010111001011111010001101010000110011011011100111100100111111100000111011100100000100110110100100000100100110111100001001000001110110011101110000000101101011001001000010100111010001010001110000101101100000010100010100101000001001110001011010011011000011001011100010001011101000000011011000111010111101010101001000001001001011000010011001000001011110101000111001000011110100010011100011110111010001101000001001010111111111011011101100110110010111001111011011010000100101110000000110001101111110101000011110110101101110101100101101010100010011010110011011100011001110010100000000110111000010101111010101110101100011100011001110101101100100110001011111010011100000101000011110100110000111111110101100111110010110010010000111011111100011100011001111101100101101111101001111110101000110010011100011000101000111000100110010011101010011100110110001111010000011001011100111001001010101101111000100100	38917
RfGfV	fSfQflfx	fgfcfFfkf	1000111101011001011100101000001110000100000011000011101011001101110101101101100001010101100010010110110011010010000011111001001110100110011000001000100011100111001101010000110010110000100110110010001101101001110100101111011011101110011010001010011101001001101111000101001111100000000000110000100000010000001101000111110001001001001100101011001110010110001101011111000010011110000111010100101011010110111000000010101110110100111010000100100011110101101101011000111010110100001000011011111011111101001010111010010000101110000000010010101100000111001001111010100000101100000001000111000000110011011010111000001011101001010110000011011110110101010011100111101100000100001111110111010010111000100110001001111111110100010000010010011011110001001010110001101100001011110111000111100110001111100000100010010010100010000111100111001011111000010001001011001111100110001110001001110111101010111110000001001000000000000101000111111110101011010101110010101010011111111110110110101110000111111011010001010011000011011111101000001111100000	9564
afvf	yfbf	Cf5fYfnfi	1001011010000100010001010110011010001100110111001100100011000011110101111000000010001110110100101101110110001000011100110000110110000100000111000001000001111111110111011010111101000110110101001011011000111110011010111011100110010110110000100011101010101100110110110110000001111101100111111011100110111101010101000000011111101111011001000011111000010101011010111011000000101011010011111101011111000011100101001101101001100101011001110111011100010101111001111110101001011100100111000011101101110100011100011010001110001011001111111000010011000100100101000001111111101010111000101111111100010100111111011110010101101010000111111101111110000110101001110010101010000001010111010001010010101011110000010001001110101001011101001111011110010010001011101111000110001010001100001101011001110111100011011000111100001100101110000101100101001110010000110110101000100010100000110110100100100011111001001100101100110000001001111000110111110100110110000111110100010100100101100111100100011111101110001010011100101101000100110100110000111101	12727
fXfjfD	ftfOfP	f3f0fBfUfu	1001110001100010110011100010001011000010010011110000000000001010110011100010111111100011111011000001010111011010111110101001010010111000100011101000010010000011000111101001010010111010100110111000101110100001110010111010000100011100111000000001011001000010110000001111101001010111110110100101000110001110111011110011111101000111111100101110011010000000100000001110100101110000000010000110101001111010000001010101011101110011000111100000011000100111000000001111010011010110100011000111110001011010011100101000100100001001000110011101111000100010010110101010101001001011100101100000110110001101001101110001000010100000111100101000001010100000111110010000100011101010011011000111000100100001010110111010110110110110011100101010011001000111100111001110101001101111001101110000111110010101100101010110101101001100001101100001101100001000101101000000001001110100110011001011101010000001011010111000100001000100011100000111000001001101010110110111101110011100111000011101000001111001101001100001111001101110001001000000000001010000	69600
fZfLf	4fWfof	2f1fzfNf	0101001110101001011110110111011011001011100110011111010110100000001001111101110001000001001011001101000001011110111101100000111010100000001110110111000000000110111000011111110001010101100101100111000110011010100110111001111110100011111001101011101001000111100111000011100011111100000101100011011111100010010001000010000100001101110010001001110101111110001000101011110010101001111010110100000011100001111110100010001010110111101101110001110001001100110001110110011111111100010100111000011111000011111010011101100011010010110010110001010111010000010010001001101101001101000000001001101000100101100111110100111101111110001110110111010001110011011000101100110001101100011000001000011111101010011001111111010001101101110110011001110000111110101011101100011000111110010100101010100010011101011101001101100110011000110011111100001001010000100110101011101100110010010010110011001101100111101011000001000010010110111100110101001111000110000011011110100101010100011010011010001100010001100001010011000010110000100101100000101000000000	23477
7fwfdhh	'hJh/h	Eh6hKh9hq	1011111010010100011001000011011101010100011111010110001011001110001010110101001100110111010111101110110001111100111111110001111001001111100001110100110010000001101010011010111011000010000100100000100010110111100000010010101100000100110011000000101100100001000111101010001111101111001110001011100100010111111111111101101000011110111110100110111110100000000001010001100111001100011000000001110011001010100101000111011100001000011100101110100011011111011101010000001100110011001111001101100110010100000001111100011011000101000100100100100101001000101011011001011111011100100101011100101000110001111011000000000011010100000101101010001000111111101110110111000000110100000000011100110000111010010001000001100101110111010010111010100110101111000000101010001111001111100001010000111110100010111110000111110001111001110000001110101001111100011011111001011000111001110000010001100001011011110111100101000010011101010100001011000110111100100011011100000001010100110110001110101001110101000011011000000110100001101110100100101011001100	1390
hphehM	hRhGhV	hShQhlhx	1010110100000010001110000100010100001110001110001011001111011111011111110111111100011000100001010101110000101011100001101011000010100000000100001101111100100000010100110101110010100001101011100111111100101110101001001000011100011000100101000100111100100111110101110010001001000111010011101010101001100110110011110010111100110001110110100010111000111001100100011110000011010000010011111111101111000001110110110101100111000010111010100010101101101100000111101101011001000100111111101011101110111100011100011001011010100101101000111101010011000111010111101011100001111000010100100101111011100100001011100101100110100100010010010000101010101001100100101111011110110110101111110101011001100101110011001011001110000101001011100100010000110000011011110110101111000001101000100011111110111011001011101011011001110011010000101000101111100111100111010101010001110111010101010110001100100000100100000111000101000000100011010010110101111110111000101011110001001101000110010111101101100011101100001011001001011010011100100000010000011000	57140
hghchF	hkh	ahvhyhbhC	1010100101001011110000001100110110101001110000110101100001101100101100111000110110100011100110011101011001101011111010000110000001000101001111001000110000001010111101000000000001100101101001101010100001010101110111100000000100101101101110100111110100110001111011010000011000000100100111000010000101100101001110010011011111010111001101011110101101010001011101101001111010110110001110010100000100101111100110110101000000100010101001000001001100110011101111001000000101000101011111001010011111100111110110010001000001011010100000011011011100110101101100010000100011000001010001101110001000000110101100001011001111001011010001001010000001011101010001100100011001000111100001001011010111111001011010100100001110110111110000110001011010110110101101111100001100100110000010110000010011100111000011000011111100010100110101111010101100011110101110110100010110110010000110001100111010000111100001010011110011100011001110011100011011110101110011100100101000111001011011000100011110000100101000000100111110010001001011101000000101101000	68755
h5hYhn	hihXhj	hDhthOhPh	1101000100011110011101100110011010010101010101010011011101110001000010111010101110001110111000101101110011101010001101101010110000001011101100110001100100011110110100010011001110111001000011001001001101011001010001100001101010011011101101011011001011100101001010110000001101000100111111000101101101010110111101011111101011011100010110010000100111100000100101011111000000111110101010000110110010111100111110111001001110101101010110010000000100101110001100100011010011100000001110111111001110100101100101111100101011000101101101001111011101100010100001110010111010110101010101100100110101101101011010001110110000011101101101101010100011001000000000010101101100101001111001100101101110110001011010100100000111001011000010011000010011000110001000011110100101011111000110111010001010011100101001011000100000010100110100101111000000010101000100001001010011101110110110101010110000101110111000110100100000111101101010100001000011110001110000100001011011110111110111111101010100100011111001000001110101010101011100110100001110001011	55778
3h0h	BhUhuh	ZhLh4hWho	0111100110011101001010110010111010110001101011110111010110110011001010010000101010101011011010110100101001101110011000000000101101001101010100110001011111001001001111100111011001001011001011100111100010001101111010101000010111101000111100001110100111011110111110001000100111110100100101111111001010010110101101011000101000010001101111101010000100001011000010000101100001001101011100110001000011100100111111101001010001010001110110101100110000000001110011110100111110110000110000101001100110011111101001001000001000100011001011110000000011100001011011111010101101110001100111011111001001101000001111000101101011100101000100011111000010100000100000111000010110111001000110011110101111111001010111001101000100001111010011110100111111001000111110011010101001010010001000010100000111000111000011000010100100001111111110001000010110011100010001010101101010111111011111111010111111111111011001011110100110101001010010110000000000001100101011010000010111100100011111110001110001111100100000111100111101011110111100001010001010011100	52444
h2h1hzhN	h7hwh	d''J'/'E'	0110111001111001100110111101000110101011111100100011101010010110011100010010110010100011110001001110010111110111100001011111100011111101000111101100100110101000010101111011011111110101010110010010010011101110111011010100010000001001000100000110010111101011101111111110101111111110100100101010111011011011100100111001010001101010011111100100100000000100001001101011111100011010111000111000101011011000101101011001111101011001011000111111011011100100011010011001100011010010110000011001101010101111000101100011011011100111111111110010111000011000111110011110011001100100011110010111110111101110101010111111011101110011001100010111100010010101001111100110000110110100001001011111100001110011000101000111111100010010111100011110000010101110011110001100110111111110100111100100111010110101001111001110011101101000110000010011010001000001011000101101010011011101000001111100100000001100001001001010011001010011001000001100110001010011101101010011100110111111010111010001100010100010100011100101100110110111001011001011110101010010	98446
6'K'9'q	'p'e'M'R	'G'V'S'Q'	0100001110010001011000001100010101111001010100011000000000111001010101100100000011111011100000100110111001100011000001101100010111001100110101111111010101011000010110011100110001110000101000010111100000100001101101111011010010001101110010101010001101111010001011100000001011110111001111011000110111110111101110001110100110101101000100000010100000001011110001101111000001100101000101011011100011001110111111011010000100001010011001101011111101011000010011100010010111101010001101010100101010111101100110011100111100011010111111101101010110010001001010000001010000011000111101011110000010010010110111100110001111111110101001011101110110001000101110011101010100100100001110110000011100111001100101110111010101010010111110010111100101000001001000010001000101010111100111001011001101001110001111100101110001101001111010110011110111011010100110011010100110000000011100101101100110000100111101100010011000111010101111011101001111110101010110111010010111011101110110110101001110000010011100010011000011010011101011011101011100101011	56213
l'x'g'c	'F'k'a	'v'y'b'C	0001010010100011010011111011011101101101111110011001110100010111001011010000010000111101010101000011010011100110110111100011100000101100100011110011000100001001110001011001010000011010101011001011110110001001011110101000001101111110011111111101110101111001110010101110010000111110111101111110101110100111100101110100001010010011011110111110101000110011111111011010100101000111101011010100010100000100001111101011011100010001111001000010110001110111111110110100111110010110100011100011010110110010110100000111000110000010010101010101110001000010010110111101000011011110110001000111000100100101000001100000100010110111110100010000100100111110110110101110010111110011011010101101010001000011010111011101101001111000010101011101011010011100111111101100010110101101001110001101011010101001000100100010011111111100010000110000001011111110111000111100011100100001100110001001110000010101010010101000101100010101100111000111011111010001111111101101100000100000111101011100101111000111101011010001010010010011011111001010000110001010	38610
